OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
384,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{DF0C4EDF-51D7-4A63-88EF-6AA349D7B600},410,GLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLBA/Metadata/glba_metadata.xml,Glacier Bay National Preserve,2022/03/24 00:00:00+00,AK,AK,1416041,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225695,Glacier Bay,162604.841861747,883612940.577399
385,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{2802A492-FAB5-4EF1-92F5-E10D44A7A8D8},411,GLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLBA/Metadata/glba_metadata.xml,Glacier Bay National Park,2022/03/24 00:00:00+00,AK,AK,1416041,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225695,Glacier Bay,1398465.58896855,48488640182.2909
386,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{3C834619-11B9-4517-B161-7AED0C09B970},412,KATM,Lands - http://landsnet.nps.gov/tractsnet/documents/KATM/Metadata/katm_metadata.xml,Katmai National Preserve,2022/03/24 00:00:00+00,AK,AK,1416045,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225697,Katmai,555297.367620769,6322639619.79523
387,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{BEC0BC34-D9E7-4BCB-8836-694BC7D27FE5},413,KATM,Lands - http://landsnet.nps.gov/tractsnet/documents/KATM/Metadata/katm_metadata.xml,Katmai National Park,2022/03/24 00:00:00+00,AK,AK,1416045,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225697,Katmai,2137438.58306259,54700887075.8445
388,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{E7ABE187-D639-49AC-9777-DDA97BDA2443},414,KEFJ,Lands - http://landsnet.nps.gov/tractsnet/documents/KEFJ/Metadata/kefj_metadata.xml,Kenai Fjords National Park,2019/03/21 00:00:00+00,AK,AK,1419645,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225698,Kenai Fjords,2248617.96525166,10644791852.0136
389,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{AE92AED7-BD69-431B-ABCE-15BED55A2EB7},415,KLGO,Lands - http://landsnet.nps.gov/tractsnet/documents/KLGO/Metadata/klgo_metadata.xml,Klondike Gold Rush National Historical Park,2019/03/21 00:00:00+00,AK,AK,1423115,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225699,Klondike Gold Rush,174215.827302867,204807453.21486
390,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{D500F069-3044-4629-9E8A-ED23FFA896E8},416,KOVA,Lands - http://landsnet.nps.gov/tractsnet/documents/KOVA/Metadata/kova_metadata.xml,Kobuk Valley National Park,2019/03/21 00:00:00+00,AK,AK,1416046,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225700,Kobuk Valley,1349409.63183209,47596457123.2589
391,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{4D8A1843-A57F-4743-9213-95B4D46961EF},417,LACL,Lands - http://landsnet.nps.gov/tractsnet/documents/LACL/Metadata/lacl_metadata.xml,Lake Clark National Preserve,2022/03/24 00:00:00+00,AK,AK,1416049,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225701,Lake Clark,1537894.83945266,23601541336.8977
392,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{5EC7CD32-02E6-4BD3-8961-A674310EBB0F},418,LACL,Lands - http://landsnet.nps.gov/tractsnet/documents/LACL/Metadata/lacl_metadata.xml,Lake Clark National Park,2022/03/24 00:00:00+00,AK,AK,1416049,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225701,Lake Clark,1777173.55125925,43868618502.995
393,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{275627D4-7B0B-4DA2-8407-95378C5CBFE4},419,NOAT,Lands - http://landsnet.nps.gov/tractsnet/documents/NOAT/Metadata/noat_metadata.xml,Noatak National Preserve,2019/03/21 00:00:00+00,AK,AK,1413640,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225703,Noatak,4014144.27329889,188945902818.54
394,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{55F75F62-955F-4F09-8454-D12F135C91D9},420,SITK,Lands - http://landsnet.nps.gov/tractsnet/documents/SITK/Metadata/sitk_metadata.xml,Sitka National Historical Park,2019/03/21 00:00:00+00,AK,AK,1417085,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225705,Sitka,6970.87179613076,1585915.12517437
395,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{D747ECA8-6BBB-491B-A2EA-0DF3CF24A3F0},421,WRST,Lands - http://landsnet.nps.gov/tractsnet/documents/WRST/Metadata/wrst_metadata.xml,Wrangell-St. Elias National Preserve,2022/03/24 00:00:00+00,AK,AK,1416055,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225708,Wrangell - St Elias,3693950.70443645,88466472678.4893
396,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{F22F7F5E-9D86-4080-AA5A-C67D087F1227},422,WRST,Lands - http://landsnet.nps.gov/tractsnet/documents/WRST/Metadata/wrst_metadata.xml,Wrangell-St. Elias National Park,2022/03/24 00:00:00+00,AK,AK,1416055,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225708,Wrangell - St Elias,4604526.10587948,143491354312.367
397,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C8E84876-9330-49DC-913A-415376DE7D76},423,YUCH,Lands - http://landsnet.nps.gov/tractsnet/documents/YUCH/Metadata/yuch_metadata.xml,Yukon-Charley Rivers National Preserve,2019/03/21 00:00:00+00,AK,AK,1416058,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225709,Yukon - Charley Rivers,1789010.55648641,57303516507.3324
398,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{8D373207-B839-4301-B76E-763B394B999B},424,MLKM,Lands - http://landsnet.nps.gov/tractsnet/documents/MLKM/Metadata/mlkm_metadata.xml,"Martin Luther King, Jr., Memorial",2011/11/04 00:00:00+00,DC,NC,2002666,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181664,Martin Luther King Jr,803.865275198166,18329.2132327835
399,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C4510DCB-86F2-4782-8DF8-868457213397},425,FOMR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMR/Metadata/fomr_metadata.xml,Fort Monroe National Monument,2018/04/18 00:00:00+00,VA,NE,"2707739	",National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235460,Fort Monroe,20043.3222788051,2341655.05298365
400,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{7FE88D61-3A3D-443E-A6EF-B6B0C5C48332},426,PAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/PAGR/Metadata/pagr_metadata.xml,Paterson Great Falls National Historical Park,2015/05/11 00:00:00+00,NJ,NE,2053533,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223250,Paterson Great Falls,5489.72652699487,364372.990914991
401,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{AFD8D160-134C-470A-8187-6B9D14BBDF43},427,CECH,Lands - http://landsnet.nps.gov/tractsnet/documents/CECH/Metadata/cech_metadata.xml,César E. Chávez National Monument,2013/02/05 00:00:00+00,CA,PW,2754548,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208007,César E. Chávez,4541.23584717977,714654.778013458
402,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{6D4A8E01-F9FC-442A-AAE3-4B2D4458640B},428,HATU,Lands - https://landsnet.nps.gov/tractsnet/documents/HATU/Metadata/hatu_metadata.xml,Harriet Tubman Underground Railroad National Historical Park,2023/01/24 14:05:28+00,MD,NE,2783291,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2296614,Harriet Tubman Underground Railroad,8681.59024843592,3175701.36800757
403,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{9F70AA4F-BEE4-4610-8417-5F0732BEDEDB},429,FRST,Lands - http://landsnet.nps.gov/tractsnet/documents/FRST/Metadata/frst_metadata.xml,First State National Historical Park,2015/06/18 00:00:00+00,DE,NE,2756166,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223243,First State,22895.2794418722,7934331.29596685
404,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C563DF0B-21D1-459A-AB71-7E818238ED5C},430,CHYO,Lands - http://landsnet.nps.gov/tractsnet/documents/CHYO/Metadata/chyo_metadata.xml,Charles Young Buffalo Soldiers National Monument,2022/11/08 10:44:39+00,OH,MW,2736075,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196730,Charles Young Buffalo Soldiers,3365.59973022139,410425.219432583
405,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{F68315E2-8559-4A50-82BB-5602730D229E},432,CAJO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAJO/Metadata/cajo_metadata.xml,Captain John Smith Chesapeake National Historic Trail,2017/11/17 00:00:00+00,VA,NE,2783287,National Trails System,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249522,Captain John Smith Chesapeake National Historic Trail,9135.95967230758,1692916.37129966
406,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{4B0C9BC9-6484-47FF-BB99-0EC357BE4327},433,NEEN,Lands - https://landsnet.nps.gov/tractsnet/documents/NEEN/Metadata/neen_metadata.xml,New England National Scenic Trail,2023/09/14 09:53:21+00,CT,NE,,National Scenic Trail,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2300939,New England National Scenic Trail,5947.02294304976,1440960.91095526
407,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{D2AA4EE9-A819-4A50-BA1D-B0FF2B355FFE},434,NOCO,Lands - http://landsnet.nps.gov/tractsnet/documents/NOCO/Metadata/noco_metadata.xml,North Country National Scenic Trail,2021/03/04 00:00:00+00,MI,MW,1622686,National Scenic Trail,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278886,North Country,14221.7434097122,2393637.35127784
408,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{9A98D14F-79FD-4BF9-A885-333C594BFA1D},435,VALL,Lands - http://landsnet.nps.gov/tractsnet/documents/VALL/Metadata/vall_metadata.xml,Valles Caldera National Preserve,2024/03/13 00:00:00+00,NM,IM,2035517,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230265,Valles Caldera,103673.044626784,549922262.926645
409,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{042C79A8-E2C3-41BE-BC26-79801797C140},438,HART,Lands - http://landsnet.nps.gov/tractsnet/documents/HART/Metadata/hart_metadata.xml,Harriet Tubman National Historical Park,2023/12/15 00:00:00+00,NY,NE,need,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2295554,Harriet Tubman,2591.10136742756,259714.95959493
410,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{03FB181B-8600-4319-8560-5D2D846EFB99},439,BLRV,Lands - http://landsnet.nps.gov/tractsnet/documents/BLRV/Metadata/blrv_metadata.xml,Blackstone River Valley National Historical Park,2022/05/19 00:00:00+00,MA,NE,,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2293836,Blackstone River Valley,18953.8760950229,1104354.36038635
411,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{A816377A-817A-45E4-BD33-BB14D1E252A4},440,HONO,Lands - http://landsnet.nps.gov/tractsnet/documents/HONO/Metadata/hono_metadata.xml,Honouliuli National Historic Site,2015/08/13 00:00:00+00,HI,PW,2767391,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224523,Honouliuli,7382.90954987412,727877.695439974
412,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{21BFD4AA-C807-47EB-8AC9-74390EEE913A},441,PULL,Lands - http://landsnet.nps.gov/tractsnet/documents/PULL/Metadata/pull_metadata.xml,Pullman National Historical Park,2016/09/12 00:00:00+00,IL,MW,2766905,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221824,Pullman,459.270871867271,2930.18298666145
413,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{257BD0EB-5A14-4CD2-8D39-5CBFF94DCB4F},442,WWIM,Lands - http://landsnet.nps.gov/tractsnet/documents/WWIM/Metadata/wwim_metadata.xml,World War I Memorial,2016/09/13 00:00:00+00,DC,NC,531319,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235466,World War I,474.880633045153,13826.6635076263
414,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{617F291B-C59F-441E-88C9-B64C999F8A6D},443,TUSK,Lands - http://landsnet.nps.gov/tractsnet/documents/TUSK/Metadata/tusk_metadata.xml,Tule Springs Fossil Beds National Monument,2020/08/31 00:00:00+00,NV,PW,2767392,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2256600,Tule Springs Fossil Beds,128937.945689109,142174819.429057
415,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{F87F25A0-B8FB-484B-BD91-8415F0D63B87},444,MAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/MAPR/Metadata/mapr_metadata.xml,Manhattan Project National Historical Park,2016/03/16 00:00:00+00,NM,IM,2775864,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229065,Manhattan Project,14168.4462701912,776550.720798377
416,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{994B5124-71F9-4030-AF00-002184D38117},445,WACO,Lands - http://landsnet.nps.gov/tractsnet/documents/WACO/Metadata/waco_metadata.xml,Waco Mammoth National Monument,2016/02/12 00:00:00+00,TX,IM,2775865,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229068,Waco Mammoth,3457.94217336149,600048.444362384
417,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{DD856035-0DDD-4C1E-A1B8-4BC4F95C230F},446,CAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAMO/Metadata/camo_metadata.xml,Castle Mountains National Monument,2016/03/01 00:00:00+00,CA,PW,2775863,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229071,Castle Mountain,125638.154758215,127057532.808311
418,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{A4F561F2-D083-45B3-BA9B-F48A41340E71},447,ALKA,Lands - https://landsnet.nps.gov/tractsnet/documents/Neph/Metadata/alka_metadata.xml,Ala Kahakai National Historic Trail,2023/12/15 00:00:00+00,HI,PW,,National Trails System,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2301819,Ala Kahakai National Historic Trail,8892.0463185944,471648.555109719
419,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C8BD1B2F-5426-4FDF-981C-6F771F82A925},448,STON,Lands - http://landsnet.nps.gov/tractsnet/documents/STON/Metadata/ston_metadata.xml,Stonewall National Monument,2016/09/07 00:00:00+00,NY,NE,2781516,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235467,Stonewall,2341.33915367813,32233.2472628859
420,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{1D43DFB1-FF87-4023-B5F8-FD0AF99BA44E},449,KAWW,Lands - http://landsnet.nps.gov/tractsnet/documents/KAWW/Metadata/kaww_metadata.xml,Katahdin Woods and Waters National Monument,2018/01/23 00:00:00+00,ME,NE,2783292,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242149,Katahdin Woods And Waters,281146.150832058,749774984.918983
421,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{EF81EAAA-EA5A-416A-90B6-C8DB2A41D579},450,BICR,Lands - http://landsnet.nps.gov/tractsnet/documents/BICR/Metadata/bicr_metadata.xml,Birmingham Civil Rights National Monument,2017/10/24 00:00:00+00,AL,SE,2783289,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249526,Birmingham Civil Rights,287.162143555554,5140.5762667943
422,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{53BDDD6D-87D9-4307-B73A-A27E2452E5F2},452,FRRI,Lands - http://landsnet.nps.gov/tractsnet/documents/FRRI/Metadata/frri_metadata.xml,Freedom Riders National Monument,2020/09/23 00:00:00+00,AL,SE,2783290,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249525,Freedom Riders,1466.70082152724,46781.1710035092
423,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{44D67342-8FA4-426B-B7E9-6068BEA0AA07},453,REER,Lands - http://landsnet.nps.gov/tractsnet/documents/REER/Metadata/reer_metadata.xml,Reconstruction Era National Historical Park,2023/12/14 00:00:00+00,SC,SE,2783288,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249524,Reconstruction Era,5561.37319846462,420912.074620391
424,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{F715CEB2-C9F5-47D2-A8B2-AB531A555BFD},454,STGE,Lands - http://landsnet.nps.gov/tractsnet/documents/STGE/Metadata/stge_metadata.xml,Ste. Genevieve National Historical Park,2023/03/13 14:36:50+00,MO,MW,need,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2283806,Ste. Geneviève,2667.17851947594,107696.641058032
425,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{9E52397C-A537-4B23-9912-4C65EA41B521},455,CANE,Lands - http://landsnet.nps.gov/tractsnet/documents/CANE/Metadata/cane_metadata.xml,Camp Nelson National Monument,2020/09/23 00:00:00+00,KY,SE,2795910,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259620,Camp Nelson,10590.353875305,3007931.95110647
426,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{B567C6E7-1B2A-4EF4-8A85-4244066253A8},456,TULE,Lands - http://landsnet.nps.gov/tractsnet/documents/TULE/Metadata/tule_metadata.xml,Tule Lake National Monument,2019/08/29 00:00:00+00,CA,PW,2790524,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266793 ,Tule Lake,2682.8693855115,273265.483402725
427,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{54FE2581-7C3B-4793-A9D2-D0CC2952DE5A},457,MEMY,Lands - http://landsnet.nps.gov/tractsnet/documents/MEMY/Metadata/memy_metadata.xml,Medgar and Myrlie Evers Home National Monument,2020/09/21 00:00:00+00,MS,SE,2808903,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278882,Medgar and Myrlie Evers Home,359.945260791498,4219.38673403069
428,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{9209EE4F-241D-4B80-ACB2-00A7C30F3C66},458,MISP,Lands - http://landsnet.nps.gov/tractsnet/documents/MISP/Metadata/misp_metadata.xml,Mill Springs Battlefield National Monument,2020/09/23 00:00:00+00,KY,SE,498296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278885,Mill Springs Battlefield,27036.7212000119,9359463.19489736
429,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{5D0AE6B5-A5A1-4978-B9D8-A7F2B6655D12},459,DDEM,Lands - http://landsnet.nps.gov/tractsnet/documents/DDEM/Metadata/ddem_metadata.xml,Dwight D. Eisenhower Memorial,2020/09/29 00:00:00+00,DC,NC,need GNIS ID,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278887,Dwight D. Eisenhower,666.070430144319,22355.5771163968
430,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{B352E56E-E458-4D7F-B926-AB14124555FB},462,AMCH,Lands - https://landsnet.nps.gov/tractsnet/documents/AMCH/Metadata/amch_metadata.xml,Amache National Historic Site,2024/03/13 00:00:00+00,CO,IM,,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2298917, Amache,8182.71066473155,3087971.04785264
431,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{DF25CC9D-474F-4560-996E-3B32D69F383A},463,BLSC,Lands - https://landsnet.nps.gov/tractsnet/documents/BLSC/Metadata/blsc_metadata.xml,Blackwell School National Historic Site,2022/12/09 09:43:22+00,TX,IM,,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2298916,Blackwell School,279.154220913488,4220.50197857068
432,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{60265E9A-4616-46BF-8C1E-A011840C3635},464,NEPH,Lands - https://landsnet.nps.gov/tractsnet/documents/Neph/Metadata/neph_metadata.xml,New Philadelphia National Historic Site,2023/05/26 15:03:25+00,IL,MW,,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2299637,New Philadelphia National Historic Site,4454.41928315999,860332.466705105
433,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{E5BC82CF-9B4B-42C6-841C-D0A8DB34D6A5},466,AMME,Unofficial Boundary of American Memorial Park.,American Memorial Park,2015/04/22 00:00:00+00,,PW,1879026,Affiliated Area,Region,Preliminary data. Contact the Land Resources Program for additional information.,American Memorial Park,7740.97383790558,611358.430556304
